Part,Value,Device,Package,Description
DS3231M,DS3231MSOIC-8,DS3231MSOIC-8,DS3231M_SOIC8,DS3231M real time clock
GROUND_CON,SOLDER_JUMPER_TRACESTANDARD,SOLDER_JUMPER_TRACESTANDARD,SJ_2S-TRACE,Solder jumper with trace
HALL0,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL0_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL1,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL1_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL2,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL2_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL3,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL3_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL4,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL4_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL5,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL5_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL6,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL6_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL7,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL7_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL8,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL8_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL9,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL9_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL10,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL10_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL11,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL11_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL12,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL12_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL13,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL13_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL14,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL14_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL15,JST-4PINTH_STRAIGHT,JST-4PINTH_STRAIGHT,JST-PH-4-THM,JST PH series male header pins
HALL15_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL16_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL17_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL18_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
HALL19_HEADER,PINHD-2X21.5MM_SILK,PINHD-2X21.5MM_SILK,2X2_1.5MM,2x2 header
INDUCTOR,10µH,INDUCTOR0805_TY,I_0805,Inductor
J1,AVR_SPI_PRG_6PTH,AVR_SPI_PRG_6PTH,2X3,AVR ISP 6 Pin
JP1,FTDI_HEADER,PINHD-1X6RA,1X06-RIGHT_ANGLE,PIN HEADER
LED1,RED_LED,LED0805,CHIPLED_0805,LEDs
LED2,GREEN_LED,LED0805,CHIPLED_0805,LEDs
LTC4411,LTC4411TSOT-23_5-LEAD,LTC4411TSOT-23_5-LEAD,TSOT-23_5-LEAD,2.6A Low Loss Ideal diode in ThinSOT
MCP1700T-3302,MCP1700T-3302E/TT,MCP1700T-3302E/TT,SOT95P237X112-3N,Low Quiescent Current LDO 3.3V
MOLEX_KK,22-23-2021,22-23-2021,22-23-2021,Molex KK series
OLED,PINHD-1X4LOCK,PINHD-1X4LOCK,1X04_LOCK,"1x4 header, multiple pins spacings"
P-FET,MOSFET-PCHANNELBSH203,MOSFET-PCHANNELBSH203,SOT23-3,Generic PMOSFET
PRIMARY_BATTERY,BATTERY_4XAA,BATTERY_4XAA,BATTERY_4XAA_PTH,Battery holder 4xAA
PWR_JUMPER,PWR_JMPR,PINHD-1X2NOSILK,1X02_NOSILK,"1x2 pin header 0.1 spacing (2.54mm)"""
PWR_PASSTHRU,PWR,SOLDER_JUMPER_TRACESTANDARD,SJ_2S-TRACE,Solder jumper with trace
R1,100 O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R2,100 O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R3,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R4,100k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R5,100k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R6,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R7,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R8,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R9,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R14,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R15,100k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R28,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R29,15k,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R30,10k,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R31,10k,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R32,10k,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R33,10k,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R34,100k,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R50,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R51,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R52,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R53,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R54,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R55,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R56,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R57,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R58,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R59,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R60,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R61,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R62,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R63,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R64,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R65,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R66,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R67,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R68,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
R69,10k O,RESISTOR_SMDR0603,R0603,"RESISTOR, American symbol"
RESET,PUSHBUTTON_DPST_SMDSTANDARD,PUSHBUTTON_DPST_SMDSTANDARD,PUSHBUTTON_DPST_SMD,PUSHBUTTON DPST SMD
SCHOTTKY,SCHOTTKY_DIODE_DO-214AC,SCHOTTKY_DIODE_DO-214AC,DO214AC,Schottky diode
SHIFT_0,74HC595D,74HC595D,SO16,74HC595 Shift register
SHIFT_1,74HC595D,74HC595D,SO16,74HC595 Shift register
STANDOFF1,STAND-OFF4-40,STAND-OFF4-40,STAND-OFF,#4 Stand Off
STANDOFF2,STAND-OFF4-40,STAND-OFF4-40,STAND-OFF,#4 Stand Off
STANDOFF3,STAND-OFF4-40,STAND-OFF4-40,STAND-OFF,#4 Stand Off
STANDOFF4_M2,STAND-OFFM2,STAND-OFFM2,STAND-OFF_M2,#4 Stand Off
STANDOFF5_M2,STAND-OFFM2,STAND-OFFM2,STAND-OFF_M2,#4 Stand Off
U$1,MICROSD_MOLEX_REVERSECURRENT,MICROSD_MOLEX_REVERSECURRENT,MICROSD_SOCKET_MOLEX_REVERSEMOUNT,"Molex micro SD connector, push-push spring loaded, reverse"" mount"""
U$2,74HC4067SM96,74HC4067SM96,SSOP24,74HC4067 16-channel multiplexer
U$3,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$4,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$6,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$7,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$8,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$9,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$10,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$11,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U$17,PINHD-1X1SMALL,PINHD-1X1SMALL,1X01_SMALL,"Just a single pin header, useful for making test point or stand-alone header hole for normal 0.1 pitch through-hole header pins"""
U1,ATMEGA328P,ATMEGA328_SMT,TQFP32-08,32-Pin Atmega328
